n,Straightforward_double,Iterative_double,Delta_double,Straightforward_float,Iterative_float,Delta_float
1470,16286627648382116812684235732149893339885176944729605390577896142547835742348419912990177346056511891670849430205545932846400145495014784648119414343013581120808082713530756112188908887872933753196882004711879167443416257737976088575231281819786794632443567554259418302453467803168608478760029347640388878336.000000,16286627648381325960961582599424524502197636097447801163015948592497015358003604167778024269045444602077022973308989280901838134218774360569566513381525513223983012349080454309941002020173613678874759675878208041050806232208093731241588440174895197423543445016762006105794118284837107694206294323826454953984.000000,790851722653132725368837687540847281804227561947550050820384344815745212153077011067289593826456896556651944562011276240424078552900961488067896825070364450301802247906867699320074322122328833671126392610025529882357333642841644891597208900122537497412196659349518331500784553735023813933924352.000000,inf,inf,nan
1471,26352317097196034223893155077737649800266368543678119652148338710667986435197330175749702743791043883123437674215029367262619218646918478252132133989771511347590944979990964370794372392575682343650638742322434357347575687397472295256150766349833823225934002068379773124747937381963959375149613719217240014848.000000,26352317097194756886095052857058189721730024966995836483341660017841424804962170360138906606788941510025522387366332188096638935449962335891819562089828638277640042687881959567163683697742711119508914350010637459199259179286116563537459488992784934358562195320118968567367536898097308265712666299050886168576.000000,1277337798102220679460078536343576682283168806678692826561630235159815610796137002102373097915286848697179165980283196956142360312571899942873069950902292109004803630688694832971224141724392311796898148316508111355731718691277357048888867371806748260804557380400483866651109436947420166353846272.000000,inf,inf,nan
1472,42638944745578156026178164646687072281083328080504140211354385941859675933913856181769609762257720237189200836009828023465136474623171372831346519316769244316328523405600271282997463658162807390691824357941781481424383806495258367158408185971796590080515740742749585195003672374522671959805881142717653712896.000000,42638944745576080352256248538082949653461769768395430062043533066016513284781721481402066039629303880905088494880695107320418514428117641495838589979362075577658307180923138477097594529059229151461522220435111521933369480814305303115534860266592145671036554776825777789260521588239363906970841584947328712704.000000,2075673921916108604122627621558312108710149310852875843162649132134700367543722628416356284112341129132916144717960195053731335507929337407168738670216224677132805899869129103578239230302137506669959491014325680953064042873325705204444409479185965923807405743150786283308052835039557770325000192.000000,inf,inf,nan
1473,68991261842774195239672093561224251222281479216278675032130875741171516125479292450549042178458928582707552241814110114083872803751327961014573624290524907511848964097669786453806018428452681028186766711171683795405351355252540645741585090123806385528587913931239752087553876945876735440851732937794918547456.000000,68991261842770832248750527558341610234260012143294851376757041995214084333375785748511242974008080928535697150657774572060940339396841867456563181085206562007368854156726547244247095849087748977126132959538281024499236798740611883325968211457201107807460578976834352588825791296946568066787269808138190061568.000000,3362990921566002882640988021467072983823655373833745957431792103506702037799204450847654171855091156335542022932464354486093558010443205318345504480109940943239209558922579364932051060633751633402770906114556511928762415616878666605277721127334954405399498728085648930167374064463129656728485888.000000,inf,inf,nan
1474,111630206588352351265850258207911323503364807296782815243485261683031192059393148632318651940716648819896753077823938137549009278374499333845920143607294151828177487503270057736803482086615488418878591069113465276829735161747799012899993276095602975609103654673989337282557549320399407400657614080512572260352.000000,111630206588346922580208323770023618169585347095883111776056877238518305130893719415972768358457713734230613108716975126093593074787435728814591713032536941280886152761806787321373055133575360716276262401788328459699390002274537153095555347328145197922773475993880917913690847263966140185550587544805568413696.000000,5428685641934437887705333779460200899703467428384444512886928499429216345883582258935085666139969106963011455416203587063605031328430574757210547291334741463270415430426953040127702602328667325136817130345159473261859804437928767457777686330178680108419368866702056433267215107026535707003846656.000000,inf,inf,nan
1475,inf,inf,nan,inf,inf,nan
1476,inf,inf,nan,inf,inf,nan
1477,inf,inf,nan,inf,inf,nan
1478,inf,inf,nan,inf,inf,nan
1479,inf,inf,nan,inf,inf,nan
1480,inf,inf,nan,inf,inf,nan
1481,inf,inf,nan,inf,inf,nan
1482,inf,inf,nan,inf,inf,nan
1483,inf,inf,nan,inf,inf,nan
1484,inf,inf,nan,inf,inf,nan
1485,inf,inf,nan,inf,inf,nan
1486,inf,inf,nan,inf,inf,nan
1487,inf,inf,nan,inf,inf,nan
1488,inf,inf,nan,inf,inf,nan
1489,inf,inf,nan,inf,inf,nan
1490,inf,inf,nan,inf,inf,nan
1491,inf,inf,nan,inf,inf,nan
1492,inf,inf,nan,inf,inf,nan
1493,inf,inf,nan,inf,inf,nan
1494,inf,inf,nan,inf,inf,nan
1495,inf,inf,nan,inf,inf,nan
1496,inf,inf,nan,inf,inf,nan
1497,inf,inf,nan,inf,inf,nan
1498,inf,inf,nan,inf,inf,nan
1499,inf,inf,nan,inf,inf,nan
1500,inf,inf,nan,inf,inf,nan
1501,inf,inf,nan,inf,inf,nan
1502,inf,inf,nan,inf,inf,nan
1503,inf,inf,nan,inf,inf,nan
1504,inf,inf,nan,inf,inf,nan
1505,inf,inf,nan,inf,inf,nan
1506,inf,inf,nan,inf,inf,nan
1507,inf,inf,nan,inf,inf,nan
1508,inf,inf,nan,inf,inf,nan
1509,inf,inf,nan,inf,inf,nan
1510,inf,inf,nan,inf,inf,nan
1511,inf,inf,nan,inf,inf,nan
1512,inf,inf,nan,inf,inf,nan
1513,inf,inf,nan,inf,inf,nan
1514,inf,inf,nan,inf,inf,nan
1515,inf,inf,nan,inf,inf,nan
1516,inf,inf,nan,inf,inf,nan
1517,inf,inf,nan,inf,inf,nan
1518,inf,inf,nan,inf,inf,nan
1519,inf,inf,nan,inf,inf,nan
1520,inf,inf,nan,inf,inf,nan
1521,inf,inf,nan,inf,inf,nan
1522,inf,inf,nan,inf,inf,nan
1523,inf,inf,nan,inf,inf,nan
1524,inf,inf,nan,inf,inf,nan
1525,inf,inf,nan,inf,inf,nan
1526,inf,inf,nan,inf,inf,nan
1527,inf,inf,nan,inf,inf,nan
1528,inf,inf,nan,inf,inf,nan
1529,inf,inf,nan,inf,inf,nan
1530,inf,inf,nan,inf,inf,nan
1531,inf,inf,nan,inf,inf,nan
1532,inf,inf,nan,inf,inf,nan
1533,inf,inf,nan,inf,inf,nan
1534,inf,inf,nan,inf,inf,nan
1535,inf,inf,nan,inf,inf,nan
1536,inf,inf,nan,inf,inf,nan
1537,inf,inf,nan,inf,inf,nan
1538,inf,inf,nan,inf,inf,nan
1539,inf,inf,nan,inf,inf,nan
1540,inf,inf,nan,inf,inf,nan
1541,inf,inf,nan,inf,inf,nan
1542,inf,inf,nan,inf,inf,nan
1543,inf,inf,nan,inf,inf,nan
1544,inf,inf,nan,inf,inf,nan
1545,inf,inf,nan,inf,inf,nan
1546,inf,inf,nan,inf,inf,nan
1547,inf,inf,nan,inf,inf,nan
1548,inf,inf,nan,inf,inf,nan
1549,inf,inf,nan,inf,inf,nan
1550,inf,inf,nan,inf,inf,nan
1551,inf,inf,nan,inf,inf,nan
1552,inf,inf,nan,inf,inf,nan
1553,inf,inf,nan,inf,inf,nan
1554,inf,inf,nan,inf,inf,nan
1555,inf,inf,nan,inf,inf,nan
1556,inf,inf,nan,inf,inf,nan
1557,inf,inf,nan,inf,inf,nan
1558,inf,inf,nan,inf,inf,nan
1559,inf,inf,nan,inf,inf,nan
1560,inf,inf,nan,inf,inf,nan
1561,inf,inf,nan,inf,inf,nan
1562,inf,inf,nan,inf,inf,nan
1563,inf,inf,nan,inf,inf,nan
1564,inf,inf,nan,inf,inf,nan
1565,inf,inf,nan,inf,inf,nan
1566,inf,inf,nan,inf,inf,nan
1567,inf,inf,nan,inf,inf,nan
1568,inf,inf,nan,inf,inf,nan
1569,inf,inf,nan,inf,inf,nan
1570,inf,inf,nan,inf,inf,nan
1571,inf,inf,nan,inf,inf,nan
1572,inf,inf,nan,inf,inf,nan
1573,inf,inf,nan,inf,inf,nan
1574,inf,inf,nan,inf,inf,nan
1575,inf,inf,nan,inf,inf,nan
1576,inf,inf,nan,inf,inf,nan
1577,inf,inf,nan,inf,inf,nan
1578,inf,inf,nan,inf,inf,nan
1579,inf,inf,nan,inf,inf,nan
1580,inf,inf,nan,inf,inf,nan
1581,inf,inf,nan,inf,inf,nan
1582,inf,inf,nan,inf,inf,nan
1583,inf,inf,nan,inf,inf,nan
1584,inf,inf,nan,inf,inf,nan
1585,inf,inf,nan,inf,inf,nan
1586,inf,inf,nan,inf,inf,nan
1587,inf,inf,nan,inf,inf,nan
1588,inf,inf,nan,inf,inf,nan
1589,inf,inf,nan,inf,inf,nan
1590,inf,inf,nan,inf,inf,nan
1591,inf,inf,nan,inf,inf,nan
1592,inf,inf,nan,inf,inf,nan
1593,inf,inf,nan,inf,inf,nan
1594,inf,inf,nan,inf,inf,nan
1595,inf,inf,nan,inf,inf,nan
1596,inf,inf,nan,inf,inf,nan
1597,inf,inf,nan,inf,inf,nan
1598,inf,inf,nan,inf,inf,nan
1599,inf,inf,nan,inf,inf,nan
1600,inf,inf,nan,inf,inf,nan
1601,inf,inf,nan,inf,inf,nan
1602,inf,inf,nan,inf,inf,nan
1603,inf,inf,nan,inf,inf,nan
1604,inf,inf,nan,inf,inf,nan
1605,inf,inf,nan,inf,inf,nan
1606,inf,inf,nan,inf,inf,nan
1607,inf,inf,nan,inf,inf,nan
1608,inf,inf,nan,inf,inf,nan
1609,inf,inf,nan,inf,inf,nan
1610,inf,inf,nan,inf,inf,nan
1611,inf,inf,nan,inf,inf,nan
1612,inf,inf,nan,inf,inf,nan
1613,inf,inf,nan,inf,inf,nan
1614,inf,inf,nan,inf,inf,nan
1615,inf,inf,nan,inf,inf,nan
1616,inf,inf,nan,inf,inf,nan
1617,inf,inf,nan,inf,inf,nan
1618,inf,inf,nan,inf,inf,nan
1619,inf,inf,nan,inf,inf,nan
1620,inf,inf,nan,inf,inf,nan
1621,inf,inf,nan,inf,inf,nan
1622,inf,inf,nan,inf,inf,nan
1623,inf,inf,nan,inf,inf,nan
1624,inf,inf,nan,inf,inf,nan
1625,inf,inf,nan,inf,inf,nan
1626,inf,inf,nan,inf,inf,nan
1627,inf,inf,nan,inf,inf,nan
1628,inf,inf,nan,inf,inf,nan
1629,inf,inf,nan,inf,inf,nan
1630,inf,inf,nan,inf,inf,nan
1631,inf,inf,nan,inf,inf,nan
1632,inf,inf,nan,inf,inf,nan
1633,inf,inf,nan,inf,inf,nan
1634,inf,inf,nan,inf,inf,nan
1635,inf,inf,nan,inf,inf,nan
1636,inf,inf,nan,inf,inf,nan
1637,inf,inf,nan,inf,inf,nan
1638,inf,inf,nan,inf,inf,nan
1639,inf,inf,nan,inf,inf,nan
1640,inf,inf,nan,inf,inf,nan
1641,inf,inf,nan,inf,inf,nan
1642,inf,inf,nan,inf,inf,nan
1643,inf,inf,nan,inf,inf,nan
1644,inf,inf,nan,inf,inf,nan
1645,inf,inf,nan,inf,inf,nan
1646,inf,inf,nan,inf,inf,nan
1647,inf,inf,nan,inf,inf,nan
1648,inf,inf,nan,inf,inf,nan
1649,inf,inf,nan,inf,inf,nan
1650,inf,inf,nan,inf,inf,nan
1651,inf,inf,nan,inf,inf,nan
1652,inf,inf,nan,inf,inf,nan
1653,inf,inf,nan,inf,inf,nan
1654,inf,inf,nan,inf,inf,nan
1655,inf,inf,nan,inf,inf,nan
1656,inf,inf,nan,inf,inf,nan
1657,inf,inf,nan,inf,inf,nan
1658,inf,inf,nan,inf,inf,nan
1659,inf,inf,nan,inf,inf,nan
1660,inf,inf,nan,inf,inf,nan
1661,inf,inf,nan,inf,inf,nan
1662,inf,inf,nan,inf,inf,nan
1663,inf,inf,nan,inf,inf,nan
1664,inf,inf,nan,inf,inf,nan
1665,inf,inf,nan,inf,inf,nan
1666,inf,inf,nan,inf,inf,nan
1667,inf,inf,nan,inf,inf,nan
1668,inf,inf,nan,inf,inf,nan
1669,inf,inf,nan,inf,inf,nan
1670,inf,inf,nan,inf,inf,nan
1671,inf,inf,nan,inf,inf,nan
1672,inf,inf,nan,inf,inf,nan
1673,inf,inf,nan,inf,inf,nan
1674,inf,inf,nan,inf,inf,nan
1675,inf,inf,nan,inf,inf,nan
1676,inf,inf,nan,inf,inf,nan
1677,inf,inf,nan,inf,inf,nan
1678,inf,inf,nan,inf,inf,nan
1679,inf,inf,nan,inf,inf,nan
1680,inf,inf,nan,inf,inf,nan
1681,inf,inf,nan,inf,inf,nan
1682,inf,inf,nan,inf,inf,nan
1683,inf,inf,nan,inf,inf,nan
1684,inf,inf,nan,inf,inf,nan
1685,inf,inf,nan,inf,inf,nan
1686,inf,inf,nan,inf,inf,nan
1687,inf,inf,nan,inf,inf,nan
1688,inf,inf,nan,inf,inf,nan
1689,inf,inf,nan,inf,inf,nan
1690,inf,inf,nan,inf,inf,nan
1691,inf,inf,nan,inf,inf,nan
1692,inf,inf,nan,inf,inf,nan
1693,inf,inf,nan,inf,inf,nan
1694,inf,inf,nan,inf,inf,nan
1695,inf,inf,nan,inf,inf,nan
1696,inf,inf,nan,inf,inf,nan
1697,inf,inf,nan,inf,inf,nan
1698,inf,inf,nan,inf,inf,nan
1699,inf,inf,nan,inf,inf,nan
1700,inf,inf,nan,inf,inf,nan
1701,inf,inf,nan,inf,inf,nan
1702,inf,inf,nan,inf,inf,nan
1703,inf,inf,nan,inf,inf,nan
1704,inf,inf,nan,inf,inf,nan
1705,inf,inf,nan,inf,inf,nan
1706,inf,inf,nan,inf,inf,nan
1707,inf,inf,nan,inf,inf,nan
1708,inf,inf,nan,inf,inf,nan
1709,inf,inf,nan,inf,inf,nan
1710,inf,inf,nan,inf,inf,nan
1711,inf,inf,nan,inf,inf,nan
1712,inf,inf,nan,inf,inf,nan
1713,inf,inf,nan,inf,inf,nan
1714,inf,inf,nan,inf,inf,nan
1715,inf,inf,nan,inf,inf,nan
1716,inf,inf,nan,inf,inf,nan
1717,inf,inf,nan,inf,inf,nan
1718,inf,inf,nan,inf,inf,nan
1719,inf,inf,nan,inf,inf,nan
1720,inf,inf,nan,inf,inf,nan
1721,inf,inf,nan,inf,inf,nan
1722,inf,inf,nan,inf,inf,nan
1723,inf,inf,nan,inf,inf,nan
1724,inf,inf,nan,inf,inf,nan
1725,inf,inf,nan,inf,inf,nan
1726,inf,inf,nan,inf,inf,nan
1727,inf,inf,nan,inf,inf,nan
1728,inf,inf,nan,inf,inf,nan
1729,inf,inf,nan,inf,inf,nan
1730,inf,inf,nan,inf,inf,nan
1731,inf,inf,nan,inf,inf,nan
1732,inf,inf,nan,inf,inf,nan
1733,inf,inf,nan,inf,inf,nan
1734,inf,inf,nan,inf,inf,nan
1735,inf,inf,nan,inf,inf,nan
1736,inf,inf,nan,inf,inf,nan
1737,inf,inf,nan,inf,inf,nan
1738,inf,inf,nan,inf,inf,nan
1739,inf,inf,nan,inf,inf,nan
1740,inf,inf,nan,inf,inf,nan
1741,inf,inf,nan,inf,inf,nan
1742,inf,inf,nan,inf,inf,nan
1743,inf,inf,nan,inf,inf,nan
1744,inf,inf,nan,inf,inf,nan
1745,inf,inf,nan,inf,inf,nan
1746,inf,inf,nan,inf,inf,nan
1747,inf,inf,nan,inf,inf,nan
1748,inf,inf,nan,inf,inf,nan
1749,inf,inf,nan,inf,inf,nan
1750,inf,inf,nan,inf,inf,nan
1751,inf,inf,nan,inf,inf,nan
1752,inf,inf,nan,inf,inf,nan
1753,inf,inf,nan,inf,inf,nan
1754,inf,inf,nan,inf,inf,nan
1755,inf,inf,nan,inf,inf,nan
1756,inf,inf,nan,inf,inf,nan
1757,inf,inf,nan,inf,inf,nan
1758,inf,inf,nan,inf,inf,nan
1759,inf,inf,nan,inf,inf,nan
1760,inf,inf,nan,inf,inf,nan
1761,inf,inf,nan,inf,inf,nan
1762,inf,inf,nan,inf,inf,nan
1763,inf,inf,nan,inf,inf,nan
1764,inf,inf,nan,inf,inf,nan
1765,inf,inf,nan,inf,inf,nan
1766,inf,inf,nan,inf,inf,nan
1767,inf,inf,nan,inf,inf,nan
1768,inf,inf,nan,inf,inf,nan
1769,inf,inf,nan,inf,inf,nan
1770,inf,inf,nan,inf,inf,nan
1771,inf,inf,nan,inf,inf,nan
1772,inf,inf,nan,inf,inf,nan
1773,inf,inf,nan,inf,inf,nan
1774,inf,inf,nan,inf,inf,nan
1775,inf,inf,nan,inf,inf,nan
1776,inf,inf,nan,inf,inf,nan
1777,inf,inf,nan,inf,inf,nan
1778,inf,inf,nan,inf,inf,nan
1779,inf,inf,nan,inf,inf,nan
1780,inf,inf,nan,inf,inf,nan
1781,inf,inf,nan,inf,inf,nan
1782,inf,inf,nan,inf,inf,nan
1783,inf,inf,nan,inf,inf,nan
1784,inf,inf,nan,inf,inf,nan
1785,inf,inf,nan,inf,inf,nan
1786,inf,inf,nan,inf,inf,nan
1787,inf,inf,nan,inf,inf,nan
1788,inf,inf,nan,inf,inf,nan
1789,inf,inf,nan,inf,inf,nan
1790,inf,inf,nan,inf,inf,nan
1791,inf,inf,nan,inf,inf,nan
1792,inf,inf,nan,inf,inf,nan
1793,inf,inf,nan,inf,inf,nan
1794,inf,inf,nan,inf,inf,nan
1795,inf,inf,nan,inf,inf,nan
1796,inf,inf,nan,inf,inf,nan
1797,inf,inf,nan,inf,inf,nan
1798,inf,inf,nan,inf,inf,nan
1799,inf,inf,nan,inf,inf,nan
1800,inf,inf,nan,inf,inf,nan
1801,inf,inf,nan,inf,inf,nan
1802,inf,inf,nan,inf,inf,nan
1803,inf,inf,nan,inf,inf,nan
1804,inf,inf,nan,inf,inf,nan
1805,inf,inf,nan,inf,inf,nan
1806,inf,inf,nan,inf,inf,nan
1807,inf,inf,nan,inf,inf,nan
1808,inf,inf,nan,inf,inf,nan
1809,inf,inf,nan,inf,inf,nan
1810,inf,inf,nan,inf,inf,nan
1811,inf,inf,nan,inf,inf,nan
1812,inf,inf,nan,inf,inf,nan
1813,inf,inf,nan,inf,inf,nan
1814,inf,inf,nan,inf,inf,nan
1815,inf,inf,nan,inf,inf,nan
1816,inf,inf,nan,inf,inf,nan
1817,inf,inf,nan,inf,inf,nan
1818,inf,inf,nan,inf,inf,nan
1819,inf,inf,nan,inf,inf,nan
1820,inf,inf,nan,inf,inf,nan
1821,inf,inf,nan,inf,inf,nan
1822,inf,inf,nan,inf,inf,nan
1823,inf,inf,nan,inf,inf,nan
1824,inf,inf,nan,inf,inf,nan
1825,inf,inf,nan,inf,inf,nan
1826,inf,inf,nan,inf,inf,nan
1827,inf,inf,nan,inf,inf,nan
1828,inf,inf,nan,inf,inf,nan
1829,inf,inf,nan,inf,inf,nan
1830,inf,inf,nan,inf,inf,nan
1831,inf,inf,nan,inf,inf,nan
1832,inf,inf,nan,inf,inf,nan
1833,inf,inf,nan,inf,inf,nan
1834,inf,inf,nan,inf,inf,nan
1835,inf,inf,nan,inf,inf,nan
1836,inf,inf,nan,inf,inf,nan
1837,inf,inf,nan,inf,inf,nan
1838,inf,inf,nan,inf,inf,nan
1839,inf,inf,nan,inf,inf,nan
1840,inf,inf,nan,inf,inf,nan
1841,inf,inf,nan,inf,inf,nan
1842,inf,inf,nan,inf,inf,nan
1843,inf,inf,nan,inf,inf,nan
1844,inf,inf,nan,inf,inf,nan
1845,inf,inf,nan,inf,inf,nan
1846,inf,inf,nan,inf,inf,nan
1847,inf,inf,nan,inf,inf,nan
1848,inf,inf,nan,inf,inf,nan
1849,inf,inf,nan,inf,inf,nan
1850,inf,inf,nan,inf,inf,nan
1851,inf,inf,nan,inf,inf,nan
1852,inf,inf,nan,inf,inf,nan
1853,inf,inf,nan,inf,inf,nan
1854,inf,inf,nan,inf,inf,nan
1855,inf,inf,nan,inf,inf,nan
1856,inf,inf,nan,inf,inf,nan
1857,inf,inf,nan,inf,inf,nan
1858,inf,inf,nan,inf,inf,nan
1859,inf,inf,nan,inf,inf,nan
1860,inf,inf,nan,inf,inf,nan
1861,inf,inf,nan,inf,inf,nan
1862,inf,inf,nan,inf,inf,nan
1863,inf,inf,nan,inf,inf,nan
1864,inf,inf,nan,inf,inf,nan
1865,inf,inf,nan,inf,inf,nan
1866,inf,inf,nan,inf,inf,nan
1867,inf,inf,nan,inf,inf,nan
1868,inf,inf,nan,inf,inf,nan
1869,inf,inf,nan,inf,inf,nan
1870,inf,inf,nan,inf,inf,nan
1871,inf,inf,nan,inf,inf,nan
1872,inf,inf,nan,inf,inf,nan
1873,inf,inf,nan,inf,inf,nan
1874,inf,inf,nan,inf,inf,nan
1875,inf,inf,nan,inf,inf,nan
1876,inf,inf,nan,inf,inf,nan
1877,inf,inf,nan,inf,inf,nan
1878,inf,inf,nan,inf,inf,nan
1879,inf,inf,nan,inf,inf,nan
1880,inf,inf,nan,inf,inf,nan
1881,inf,inf,nan,inf,inf,nan
1882,inf,inf,nan,inf,inf,nan
1883,inf,inf,nan,inf,inf,nan
1884,inf,inf,nan,inf,inf,nan
1885,inf,inf,nan,inf,inf,nan
1886,inf,inf,nan,inf,inf,nan
1887,inf,inf,nan,inf,inf,nan
1888,inf,inf,nan,inf,inf,nan
1889,inf,inf,nan,inf,inf,nan
1890,inf,inf,nan,inf,inf,nan
1891,inf,inf,nan,inf,inf,nan
1892,inf,inf,nan,inf,inf,nan
1893,inf,inf,nan,inf,inf,nan
1894,inf,inf,nan,inf,inf,nan
1895,inf,inf,nan,inf,inf,nan
1896,inf,inf,nan,inf,inf,nan
1897,inf,inf,nan,inf,inf,nan
1898,inf,inf,nan,inf,inf,nan
1899,inf,inf,nan,inf,inf,nan
1900,inf,inf,nan,inf,inf,nan
1901,inf,inf,nan,inf,inf,nan
1902,inf,inf,nan,inf,inf,nan
1903,inf,inf,nan,inf,inf,nan
1904,inf,inf,nan,inf,inf,nan
1905,inf,inf,nan,inf,inf,nan
1906,inf,inf,nan,inf,inf,nan
1907,inf,inf,nan,inf,inf,nan
1908,inf,inf,nan,inf,inf,nan
1909,inf,inf,nan,inf,inf,nan
1910,inf,inf,nan,inf,inf,nan
1911,inf,inf,nan,inf,inf,nan
1912,inf,inf,nan,inf,inf,nan
1913,inf,inf,nan,inf,inf,nan
1914,inf,inf,nan,inf,inf,nan
1915,inf,inf,nan,inf,inf,nan
1916,inf,inf,nan,inf,inf,nan
1917,inf,inf,nan,inf,inf,nan
1918,inf,inf,nan,inf,inf,nan
1919,inf,inf,nan,inf,inf,nan
1920,inf,inf,nan,inf,inf,nan
1921,inf,inf,nan,inf,inf,nan
1922,inf,inf,nan,inf,inf,nan
1923,inf,inf,nan,inf,inf,nan
1924,inf,inf,nan,inf,inf,nan
1925,inf,inf,nan,inf,inf,nan
1926,inf,inf,nan,inf,inf,nan
1927,inf,inf,nan,inf,inf,nan
1928,inf,inf,nan,inf,inf,nan
1929,inf,inf,nan,inf,inf,nan
1930,inf,inf,nan,inf,inf,nan
1931,inf,inf,nan,inf,inf,nan
1932,inf,inf,nan,inf,inf,nan
1933,inf,inf,nan,inf,inf,nan
1934,inf,inf,nan,inf,inf,nan
1935,inf,inf,nan,inf,inf,nan
1936,inf,inf,nan,inf,inf,nan
1937,inf,inf,nan,inf,inf,nan
1938,inf,inf,nan,inf,inf,nan
1939,inf,inf,nan,inf,inf,nan
1940,inf,inf,nan,inf,inf,nan
1941,inf,inf,nan,inf,inf,nan
1942,inf,inf,nan,inf,inf,nan
1943,inf,inf,nan,inf,inf,nan
1944,inf,inf,nan,inf,inf,nan
1945,inf,inf,nan,inf,inf,nan
1946,inf,inf,nan,inf,inf,nan
1947,inf,inf,nan,inf,inf,nan
1948,inf,inf,nan,inf,inf,nan
1949,inf,inf,nan,inf,inf,nan
1950,inf,inf,nan,inf,inf,nan
1951,inf,inf,nan,inf,inf,nan
1952,inf,inf,nan,inf,inf,nan
1953,inf,inf,nan,inf,inf,nan
1954,inf,inf,nan,inf,inf,nan
1955,inf,inf,nan,inf,inf,nan
1956,inf,inf,nan,inf,inf,nan
1957,inf,inf,nan,inf,inf,nan
1958,inf,inf,nan,inf,inf,nan
1959,inf,inf,nan,inf,inf,nan
1960,inf,inf,nan,inf,inf,nan
1961,inf,inf,nan,inf,inf,nan
1962,inf,inf,nan,inf,inf,nan
1963,inf,inf,nan,inf,inf,nan
1964,inf,inf,nan,inf,inf,nan
1965,inf,inf,nan,inf,inf,nan
1966,inf,inf,nan,inf,inf,nan
1967,inf,inf,nan,inf,inf,nan
1968,inf,inf,nan,inf,inf,nan
1969,inf,inf,nan,inf,inf,nan
1970,inf,inf,nan,inf,inf,nan
1971,inf,inf,nan,inf,inf,nan
1972,inf,inf,nan,inf,inf,nan
1973,inf,inf,nan,inf,inf,nan
1974,inf,inf,nan,inf,inf,nan
1975,inf,inf,nan,inf,inf,nan
1976,inf,inf,nan,inf,inf,nan
1977,inf,inf,nan,inf,inf,nan
1978,inf,inf,nan,inf,inf,nan
1979,inf,inf,nan,inf,inf,nan
1980,inf,inf,nan,inf,inf,nan
1981,inf,inf,nan,inf,inf,nan
1982,inf,inf,nan,inf,inf,nan
1983,inf,inf,nan,inf,inf,nan
1984,inf,inf,nan,inf,inf,nan
1985,inf,inf,nan,inf,inf,nan
1986,inf,inf,nan,inf,inf,nan
1987,inf,inf,nan,inf,inf,nan
1988,inf,inf,nan,inf,inf,nan
1989,inf,inf,nan,inf,inf,nan
1990,inf,inf,nan,inf,inf,nan
1991,inf,inf,nan,inf,inf,nan
1992,inf,inf,nan,inf,inf,nan
1993,inf,inf,nan,inf,inf,nan
1994,inf,inf,nan,inf,inf,nan
1995,inf,inf,nan,inf,inf,nan
1996,inf,inf,nan,inf,inf,nan
1997,inf,inf,nan,inf,inf,nan
1998,inf,inf,nan,inf,inf,nan
1999,inf,inf,nan,inf,inf,nan
2000,inf,inf,nan,inf,inf,nan
2001,inf,inf,nan,inf,inf,nan
2002,inf,inf,nan,inf,inf,nan
2003,inf,inf,nan,inf,inf,nan
2004,inf,inf,nan,inf,inf,nan
2005,inf,inf,nan,inf,inf,nan
2006,inf,inf,nan,inf,inf,nan
2007,inf,inf,nan,inf,inf,nan
2008,inf,inf,nan,inf,inf,nan
2009,inf,inf,nan,inf,inf,nan
2010,inf,inf,nan,inf,inf,nan
2011,inf,inf,nan,inf,inf,nan
2012,inf,inf,nan,inf,inf,nan
2013,inf,inf,nan,inf,inf,nan
2014,inf,inf,nan,inf,inf,nan
2015,inf,inf,nan,inf,inf,nan
2016,inf,inf,nan,inf,inf,nan
2017,inf,inf,nan,inf,inf,nan
2018,inf,inf,nan,inf,inf,nan
2019,inf,inf,nan,inf,inf,nan
2020,inf,inf,nan,inf,inf,nan
2021,inf,inf,nan,inf,inf,nan
2022,inf,inf,nan,inf,inf,nan
2023,inf,inf,nan,inf,inf,nan
2024,inf,inf,nan,inf,inf,nan
2025,inf,inf,nan,inf,inf,nan
2026,inf,inf,nan,inf,inf,nan
2027,inf,inf,nan,inf,inf,nan
2028,inf,inf,nan,inf,inf,nan
2029,inf,inf,nan,inf,inf,nan
2030,inf,inf,nan,inf,inf,nan
2031,inf,inf,nan,inf,inf,nan
2032,inf,inf,nan,inf,inf,nan
2033,inf,inf,nan,inf,inf,nan
2034,inf,inf,nan,inf,inf,nan
2035,inf,inf,nan,inf,inf,nan
2036,inf,inf,nan,inf,inf,nan
2037,inf,inf,nan,inf,inf,nan
2038,inf,inf,nan,inf,inf,nan
2039,inf,inf,nan,inf,inf,nan
2040,inf,inf,nan,inf,inf,nan
2041,inf,inf,nan,inf,inf,nan
2042,inf,inf,nan,inf,inf,nan
2043,inf,inf,nan,inf,inf,nan
2044,inf,inf,nan,inf,inf,nan
2045,inf,inf,nan,inf,inf,nan
2046,inf,inf,nan,inf,inf,nan
2047,inf,inf,nan,inf,inf,nan
2048,inf,inf,nan,inf,inf,nan
2049,inf,inf,nan,inf,inf,nan
2050,inf,inf,nan,inf,inf,nan
2051,inf,inf,nan,inf,inf,nan
2052,inf,inf,nan,inf,inf,nan
2053,inf,inf,nan,inf,inf,nan
2054,inf,inf,nan,inf,inf,nan
2055,inf,inf,nan,inf,inf,nan
2056,inf,inf,nan,inf,inf,nan
2057,inf,inf,nan,inf,inf,nan
2058,inf,inf,nan,inf,inf,nan
2059,inf,inf,nan,inf,inf,nan
2060,inf,inf,nan,inf,inf,nan
